Media,Desviación estándar,Moda,Mediana,Máximo,Mínimo,Vector óptimo,Tiempo promedio (s)
3.895296783541978e-15,5.918772159212743e-16,3.9968028886505635e-15,3.9968028886505635e-15,3.9968028886505635e-15,4.440892098500626e-16,"[-1.74674716e-16 -2.65953371e-17  6.80053932e-16  1.88880716e-16
  3.55977164e-16 -1.59068140e-16  1.74611156e-17  6.40421506e-17
  1.40729107e-16  1.55290506e-16]",15.042513465881347
