Media,Desviación estándar,Moda,Mediana,Máximo,Mínimo,Vector óptimo,Tiempo promedio (s)
0.028427401631237054,0.1657588114071901,0.0,0.0,0.9949590570932969,0.0,"[ 1.82674588e-09 -2.98064236e-09  3.15788258e-09  1.01725373e-09
 -4.00153386e-09 -1.37356587e-09 -4.68281788e-10  1.86830387e-09
  4.55935729e-09  3.36592640e-10]",18.46083551815578
