Media,Desviación estándar,Moda,Mediana,Máximo,Mínimo,Vector óptimo,Tiempo promedio (s)
0.0,0.0,0.0,0.0,0.0,0.0,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],14.616073451723372
