Media,Desviación estándar,Moda,Mediana,Máximo,Mínimo,Vector óptimo,Tiempo promedio (s)
1.1264685525418736e-107,5.4386367105920123e-107,3.84918991880854e-111,2.7080267678998324e-109,3.275706564379722e-106,3.84918991880854e-111,"[ 1.55175854e-56 -1.31813584e-56  1.29283288e-56  2.03647378e-56
 -1.63451227e-56 -8.40530866e-57 -9.28347451e-57  4.47112191e-56
  2.89246797e-57  2.05262608e-56]",11.804576110839843
